trial,start_time,rt,correct,hint,fact_id,question,answer,easy_or_hard,alpha,cond,block
117,1103608.0,3017.0,True,False,39,väsynyt,tired,hard,0.26093749999999993,Hint,2
118,1109169.0,3742.0,True,False,12,vaimo,wife,easy,0.3,Hint,2
119,1116230.0,inf,True,False,5,neljä,four,easy,0.3875,Hint,2
120,1123167.0,1134.0,True,False,12,vaimo,wife,easy,0.29921875,Hint,2
121,1126373.0,2518.0,True,False,23,ylpeä,proud,easy,0.42187499999999994,Hint,2
122,1131017.0,1248.0,True,False,4,vuosi,year,easy,0.3539062500000001,Hint,2
123,1134278.0,1625.0,True,False,30,vasikanliha,veal,hard,0.43828125000000023,Hint,2
124,1138005.0,1343.0,True,False,8,olut,beer,easy,0.10156249999999996,Hint,2
125,1141316.0,2001.0,True,False,26,kiireinen,busy,hard,0.20625,Hint,2
126,1145592.0,inf,True,False,23,ylpeä,proud,easy,0.42265624999999996,Hint,2
127,1151743.0,1708.0,True,False,5,neljä,four,easy,0.38671875,Hint,2
128,1155446.0,1239.0,True,False,39,väsynyt,tired,hard,0.21015624999999993,Hint,2
129,1160606.0,1872.0,True,False,33,vuorovesi,tide,hard,0.37734375000000003,Hint,2
130,1164430.0,1184.0,True,False,29,sianliha,pork,hard,0.10156249999999996,Hint,2
131,1168273.0,inf,True,False,22,lyhyt,short,easy,0.29921875000000003,Hint,2
132,1173292.0,1012.0,True,False,12,vaimo,wife,easy,0.19999999999999996,Hint,2
133,1176673.0,5640.0,True,False,23,ylpeä,proud,easy,0.47031249999999997,Hint,2
134,1184471.0,inf,True,False,27,naudanliha,beef,hard,0.4195312500000001,Hint,2
135,1189473.0,inf,True,False,23,ylpeä,proud,easy,0.56953125,Hint,2
136,1195512.0,1945.0,True,False,27,naudanliha,beef,hard,0.41875000000000007,Hint,2
137,1199695.0,992.0,True,False,23,ylpeä,proud,easy,0.5687500000000001,Hint,2
138,1202842.0,988.0,True,False,5,neljä,four,easy,0.3859375,Hint,2
139,1207001.0,1452.0,True,False,23,ylpeä,proud,easy,0.5679687500000001,Hint,2
140,1210583.0,934.0,True,False,27,naudanliha,beef,hard,0.41796875000000006,Hint,2
141,1213457.0,610.0,True,False,23,ylpeä,proud,easy,0.5671875000000002,Hint,2
142,1216270.0,1627.0,True,False,30,vasikanliha,veal,hard,0.4250000000000002,Hint,2
143,1220009.0,653.0,True,False,23,ylpeä,proud,easy,0.4679687500000002,Hint,2
144,1222765.0,937.0,True,False,42,aurinkoinen,sunny,hard,0.10156249999999996,Hint,2

